severity_score,priority_tier,sla_tier_hours,queue_size,regulatory_flag,vip_customer,channel_is_digital,hour_of_day,sla_breached
0.822,2,24,9,1,0,1,2,1
0.627,3,24,18,0,0,0,6,1
0.795,4,48,12,0,0,1,18,1
0.283,1,72,8,0,0,1,13,0
0.003,1,24,28,0,0,1,18,0
0.646,3,5,7,0,0,1,15,1
0.889,5,48,26,0,0,0,9,1
0.996,5,24,17,0,0,0,6,1
0.029,2,72,30,0,0,0,0,0
0.646,4,24,3,0,0,1,14,1
0.746,4,72,13,0,1,0,23,1
0.241,2,5,4,0,0,1,22,0
0.269,5,5,2,0,0,1,13,1
0.891,4,48,19,0,0,0,19,1
0.15,3,48,26,0,0,1,5,0
0.777,3,5,14,0,0,1,9,1
0.809,1,5,17,0,0,1,6,1
0.585,3,72,28,0,0,1,5,0
0.486,4,72,27,0,0,1,1,1
0.927,5,48,0,0,0,1,2,1
0.979,3,48,29,0,0,1,4,1
0.911,2,5,9,0,0,1,8,1
0.276,1,48,21,0,0,1,11,0
0.261,5,72,16,0,0,1,2,0
0.688,3,5,18,0,0,1,13,1
0.514,1,48,16,1,0,1,15,0
0.086,2,5,10,1,1,1,15,0
0.171,1,5,15,0,1,1,1,0
0.405,5,48,13,0,0,1,1,1
0.548,1,24,27,0,0,1,23,1
0.942,2,24,0,0,1,1,5,1
0.432,3,48,29,0,0,0,4,1
0.741,1,48,25,0,0,1,3,1
0.256,5,24,0,1,0,1,7,1
0.74,2,24,4,0,0,1,10,1
0.977,2,24,21,0,0,1,0,1
0.663,5,5,27,1,0,1,9,1
0.576,2,24,20,0,0,1,3,1
0.158,5,48,10,0,0,1,4,0
0.186,4,48,24,0,0,1,0,0
0.584,4,72,6,0,0,1,18,0
0.248,4,72,20,0,0,1,18,0
0.625,2,72,26,0,0,0,10,0
0.997,4,48,26,0,0,1,12,1
0.37,2,5,19,0,0,1,15,1
0.369,2,72,27,0,0,1,14,0
0.949,4,72,23,0,0,1,18,1
0.7,4,24,24,0,0,1,10,1
0.154,2,72,15,0,0,1,15,0
0.641,4,24,23,0,0,1,6,1
0.287,5,48,16,0,0,1,13,0
0.393,5,24,9,0,0,1,19,1
0.759,1,72,3,0,0,0,2,0
0.897,5,24,22,0,1,1,6,1
0.38,4,24,24,0,1,1,17,1
0.815,5,5,17,0,0,1,6,1
0.979,3,72,25,0,0,0,14,1
0.323,3,24,23,0,0,1,22,1
0.751,2,24,19,1,0,0,18,1
0.301,2,72,26,0,0,1,21,0
0.642,4,48,18,0,0,1,21,1
0.682,5,24,6,0,0,1,12,1
0.35,5,5,3,0,0,1,8,1
0.034,1,24,7,0,0,1,21,0
0.482,2,48,17,0,0,0,17,0
0.265,1,5,27,0,0,1,8,0
0.091,4,5,9,0,0,1,2,0
0.048,3,24,28,0,0,1,13,0
0.926,4,5,23,0,0,1,7,1
0.122,2,48,16,0,0,1,8,0
0.996,2,48,6,1,1,1,21,1
0.837,5,5,6,0,0,1,15,1
0.702,1,72,3,0,0,1,18,0
0.926,1,24,9,0,0,1,16,1
0.655,3,5,3,0,0,0,9,1
0.909,1,24,13,0,0,1,9,1
0.188,1,24,17,0,1,0,15,0
0.971,4,5,25,0,0,1,4,1
0.284,1,5,22,0,0,1,1,1
0.663,2,72,2,0,0,1,5,0
0.176,4,48,28,1,0,1,15,0
0.065,4,48,16,0,0,1,19,0
0.57,5,24,1,1,0,0,22,1
0.433,3,72,6,0,0,1,4,0
0.184,1,72,4,0,0,1,12,0
0.259,1,72,0,0,0,0,20,0
0.111,2,5,26,0,0,0,5,1
0.787,5,72,24,0,0,1,20,1
0.412,5,5,21,0,0,0,15,1
0.141,4,72,5,0,0,1,21,0
0.229,5,24,5,0,0,1,8,0
0.866,5,24,11,0,0,1,0,1
0.039,5,48,14,0,0,1,3,0
0.936,3,5,26,0,0,1,14,1
0.165,5,24,29,0,0,1,3,1
0.936,3,72,17,0,0,1,7,1
0.927,1,5,0,0,0,1,22,1
0.243,1,48,27,0,0,1,3,0
0.263,4,72,25,0,0,1,17,0
0.085,5,24,0,0,0,1,17,0
0.968,2,72,17,0,0,1,7,0
0.621,4,48,29,0,0,1,19,1
0.319,3,48,30,0,0,1,18,0
0.768,5,48,5,0,0,0,19,1
0.566,1,48,11,0,0,0,13,0
0.067,1,72,10,0,0,1,8,0
0.894,1,72,10,0,0,0,13,0
0.069,5,5,4,0,0,1,6,0
0.398,5,24,20,0,0,1,14,1
0.499,2,48,25,0,1,1,5,1
0.141,3,24,6,0,1,1,2,0
0.126,1,48,10,0,0,1,10,0
0.315,3,5,12,0,0,0,0,1
0.165,4,5,7,0,0,1,19,0
0.676,3,48,5,0,0,1,17,0
0.139,4,24,1,0,0,1,13,0
0.905,5,5,14,0,0,0,19,1
0.131,3,5,13,0,0,1,3,0
0.241,2,72,12,0,0,0,0,0
0.986,3,5,6,0,0,1,1,1
0.78,3,5,5,0,0,1,1,1
0.239,2,24,11,0,0,1,19,0
0.058,1,24,22,0,0,1,4,0
0.341,3,72,2,0,0,0,9,0
0.449,5,24,7,1,0,1,6,1
0.234,4,72,14,0,0,1,10,0
0.441,3,24,14,1,0,1,11,1
0.614,1,5,21,0,0,0,22,1
0.058,2,72,20,0,0,1,18,0
0.087,3,72,17,1,0,0,19,0
0.132,1,5,12,0,0,0,0,0
0.826,4,24,10,0,0,1,3,1
0.586,1,24,12,0,0,1,16,0
0.221,4,5,2,0,0,1,0,1
0.939,2,72,26,0,0,1,17,1
0.697,2,5,6,0,0,1,20,1
0.38,5,24,4,0,0,1,8,1
0.659,2,72,13,0,1,0,6,0
0.139,1,5,24,0,0,0,11,0
0.428,3,24,13,0,0,1,11,1
0.144,2,48,10,0,0,0,7,0
0.834,4,48,29,0,0,0,8,1
0.511,5,72,5,0,0,1,22,0
0.12,3,72,20,0,1,1,4,0
0.419,4,48,27,1,0,1,13,1
0.751,4,72,5,0,0,1,0,0
0.584,2,48,21,0,0,1,18,1
0.437,3,5,5,0,0,0,14,1
0.857,1,48,29,0,0,1,4,1
0.864,3,5,14,1,0,1,4,1
0.453,2,24,6,0,0,1,1,0
0.699,3,48,2,0,0,1,23,0
0.395,4,24,21,0,0,0,16,1
0.004,1,24,28,0,0,0,1,0
0.72,5,48,16,0,0,0,17,1
0.993,2,72,27,0,0,1,16,1
0.977,5,72,15,0,0,1,12,1
0.336,3,48,28,0,0,1,17,0
0.917,3,5,3,0,0,1,2,1
0.931,3,5,26,0,0,1,3,1
0.292,1,72,11,0,0,1,22,0
0.541,1,24,30,0,0,1,23,1
0.286,1,5,9,1,0,1,12,0
0.34,2,48,6,0,0,1,20,0
0.31,3,48,16,1,1,1,3,0
0.516,3,72,9,0,0,0,17,0
0.091,5,5,4,0,0,1,12,0
0.527,5,24,15,0,0,1,16,1
0.424,5,72,3,1,0,0,12,0
0.579,5,24,21,0,0,1,1,1
0.865,3,24,11,0,0,1,18,1
0.327,2,48,7,0,0,1,20,0
0.761,2,48,5,0,0,1,22,0
0.56,1,48,17,0,0,1,15,0
0.208,2,5,4,0,0,1,14,0
0.754,4,24,8,0,0,0,22,1
0.32,5,48,30,0,0,1,17,1
0.19,1,72,4,0,0,1,7,0
0.715,2,72,25,0,0,1,3,1
0.76,3,24,10,0,0,1,12,1
0.78,1,5,14,0,0,1,4,1
0.279,2,48,21,0,0,1,1,0
0.659,4,72,3,0,0,0,13,0
0.678,5,72,3,0,0,1,12,0
0.455,3,5,19,0,0,1,7,1
0.779,1,5,19,0,0,0,9,1
0.986,4,48,6,0,0,0,5,1
0.088,1,48,7,0,0,1,11,0
0.478,2,72,1,0,0,0,18,0
0.908,3,5,23,0,1,1,4,1
0.031,1,24,12,0,0,1,8,0
0.91,5,72,27,0,0,1,9,1
0.714,3,72,28,1,0,1,12,1
0.091,3,72,7,0,0,0,20,0
0.284,2,24,0,0,0,0,15,0
0.817,4,72,11,0,0,1,17,1
0.858,5,24,23,0,0,1,1,1
0.735,2,5,17,0,1,1,23,1
0.017,1,5,17,0,0,0,15,0
0.401,2,5,28,0,0,0,10,1
0.845,2,72,19,0,0,1,0,1
0.058,1,5,16,0,0,1,14,0
0.727,3,5,5,0,0,1,22,1
0.064,5,24,19,0,0,1,8,0
0.633,4,72,2,0,0,1,20,0
0.789,1,24,4,0,0,1,18,1
0.459,3,72,27,1,0,1,2,0
0.863,1,5,11,0,0,1,23,1
0.862,4,72,29,0,0,1,4,1
0.585,1,48,4,0,0,1,13,0
0.356,1,5,12,0,0,1,3,0
0.479,2,24,13,0,0,1,21,0
0.025,4,24,14,0,0,1,13,0
0.444,5,5,18,0,0,1,2,1
0.99,3,24,5,0,0,1,22,1
0.609,4,48,18,0,0,1,3,1
0.341,4,72,14,0,0,1,15,0
0.025,2,48,30,0,1,1,2,0
0.941,3,5,24,0,0,0,10,1
0.583,5,5,30,0,0,0,11,1
0.351,1,72,2,0,0,1,13,0
0.873,3,5,0,0,0,1,22,1
0.523,4,72,11,0,0,1,20,0
0.141,2,5,3,1,0,1,0,0
0.507,1,72,8,0,0,1,21,0
0.345,2,24,7,0,0,1,3,0
0.016,2,5,0,0,0,1,4,0
0.785,4,72,4,0,0,1,7,0
0.793,3,5,22,0,0,0,2,1
0.763,3,72,30,0,0,0,21,1
0.496,1,72,17,0,0,1,9,0
0.373,3,48,23,1,0,1,17,0
0.663,4,48,29,0,0,1,8,1
0.787,5,24,21,0,0,1,13,1
0.855,4,24,13,0,0,1,7,1
0.861,4,72,11,0,1,1,19,1
0.159,4,24,21,0,0,1,23,1
0.597,3,5,11,1,0,1,1,1
0.721,5,24,17,0,0,1,0,1
0.197,2,24,18,1,0,1,23,0
0.142,5,48,8,0,0,1,21,0
0.562,1,5,13,0,0,1,11,1
0.133,1,48,10,1,0,1,9,0
0.227,1,24,29,0,0,1,21,0
0.824,4,48,6,1,0,0,3,1
0.657,5,5,8,0,0,1,14,1
0.149,4,72,28,0,0,1,1,0
0.496,5,24,17,0,0,1,2,1
0.757,1,5,18,0,0,1,9,1
0.357,2,72,22,1,0,1,5,0
0.108,4,24,7,0,0,0,4,0
0.668,4,48,30,0,0,0,5,1
0.257,1,24,24,0,0,1,16,0
0.655,4,24,0,0,0,1,7,1
0.832,2,5,25,0,0,1,2,1
0.494,1,48,10,1,0,1,18,0
0.918,2,72,14,0,0,0,6,1
0.229,5,5,9,0,0,1,9,1
0.057,3,24,12,0,1,1,17,0
0.722,1,24,8,0,0,1,12,1
0.606,1,5,22,0,0,1,20,1
0.895,5,24,20,0,0,1,7,1
0.085,1,24,21,0,0,1,20,0
0.016,2,5,30,0,0,1,10,0
0.91,2,24,16,1,0,1,2,1
0.731,4,24,26,0,0,1,7,1
0.9,3,72,6,0,0,1,0,0
0.565,4,72,0,0,0,0,23,0
0.729,3,24,1,0,0,1,5,1
0.776,4,24,17,0,0,0,23,1
0.638,1,24,19,0,0,0,1,1
0.779,3,5,19,0,0,1,21,1
0.679,3,5,17,0,0,0,17,1
0.045,2,24,14,0,1,0,3,0
0.281,1,5,17,0,0,1,17,0
0.169,2,24,1,0,0,1,2,0
0.672,5,5,23,0,0,1,0,1
0.565,1,72,7,0,0,1,16,0
0.306,4,72,15,0,1,1,2,0
0.717,1,72,29,1,0,1,17,1
0.794,5,48,3,0,0,1,2,1
0.882,5,5,19,0,0,1,11,1
0.473,5,72,11,0,0,1,14,0
0.078,4,72,23,0,0,0,16,0
0.75,4,24,18,0,0,1,12,1
0.441,2,5,11,0,0,1,17,0
0.525,3,5,5,0,0,1,22,1
0.289,4,5,9,0,0,1,15,1
0.728,1,48,30,0,1,1,3,1
0.174,1,48,5,0,0,1,17,0
0.207,4,48,15,1,0,1,17,0
0.387,5,72,29,1,0,1,7,1
0.278,2,72,21,0,0,1,7,0
0.079,3,24,23,0,0,1,19,0
0.644,4,5,12,0,0,1,8,1
0.743,2,5,2,0,0,1,8,1
0.519,1,5,17,1,0,0,12,1
0.848,4,48,21,0,0,0,23,1
0.252,5,72,28,0,0,1,1,0
0.93,2,5,15,0,0,0,10,1
0.356,1,5,30,0,1,1,6,1
0.685,3,72,27,0,0,1,3,1
0.461,3,48,14,0,0,0,3,0
0.305,4,24,15,0,0,1,6,1
0.69,5,5,12,0,0,1,3,1
0.643,1,72,2,0,0,1,21,0
0.115,2,24,13,0,0,1,15,0
0.527,3,5,24,0,0,1,1,1
0.673,5,48,23,0,0,1,7,1
0.421,2,5,4,0,0,1,19,0
0.145,3,48,3,0,0,0,22,0
0.323,1,48,26,0,0,1,3,0
0.991,2,72,25,1,0,1,18,1
0.358,1,24,23,0,0,1,10,0
0.776,5,24,0,0,0,1,16,1
0.338,5,5,20,0,0,1,18,1
0.136,3,5,17,0,0,0,22,1
0.483,2,48,20,0,0,1,16,0
0.877,2,72,6,0,0,1,4,0
0.657,3,5,22,0,0,1,20,1
0.851,3,5,22,0,0,0,7,1
0.061,2,24,23,0,0,0,3,0
0.1,3,48,8,0,0,1,8,0
0.985,1,24,22,0,0,0,0,1
0.308,4,48,22,0,0,1,16,0
0.065,3,72,8,1,0,1,9,0
0.192,5,5,28,0,1,1,20,1
0.839,1,5,16,0,0,0,21,1
0.78,1,24,10,0,0,1,18,1
0.175,2,24,15,0,0,1,13,0
0.775,5,48,7,0,0,1,2,1
0.625,5,24,19,0,0,0,9,1
0.654,2,48,0,0,0,1,6,0
0.191,3,24,30,0,0,1,23,1
0.436,5,48,23,1,0,0,9,1
0.249,5,24,12,0,0,1,10,1
0.269,3,5,18,0,0,0,17,1
0.936,5,48,19,0,0,1,20,1
0.249,4,72,9,0,0,1,15,0
0.045,4,5,25,0,0,1,18,1
0.34,2,72,6,0,0,1,19,0
0.667,5,72,13,0,0,1,14,1
0.701,4,5,27,0,0,1,2,1
0.621,1,5,0,0,0,1,22,0
0.448,3,72,15,0,0,1,0,0
0.077,5,72,30,1,0,1,9,0
0.887,2,24,9,0,0,1,20,1
0.575,3,5,28,0,0,1,0,1
0.782,4,24,15,0,1,0,23,1
0.901,5,72,2,0,0,1,10,0
0.124,1,24,10,1,0,0,17,0
0.706,4,72,23,0,0,0,16,0
0.071,4,24,16,0,0,0,13,0
0.868,4,24,10,0,0,1,2,1
0.079,2,72,17,0,0,1,19,0
0.002,3,48,4,0,0,1,11,0
0.759,1,24,12,0,0,0,23,1
0.254,3,24,20,0,0,0,12,0
0.719,2,5,17,1,0,1,11,1
0.422,4,5,14,0,0,0,9,1
0.357,4,72,5,0,0,1,12,0
0.313,1,72,26,0,0,0,11,0
0.684,2,48,26,0,0,1,6,1
0.46,3,5,30,0,0,1,13,1
0.281,3,24,0,0,0,1,2,0
0.445,2,48,2,1,0,0,20,0
0.059,5,5,25,1,0,1,8,1
0.796,3,72,11,0,0,1,23,0
0.244,3,72,11,0,0,0,21,0
0.412,1,5,27,0,0,1,18,1
0.07,2,48,18,0,0,0,2,0
0.689,5,72,26,0,0,1,21,1
0.502,4,48,12,0,0,1,14,0
0.093,4,72,21,1,0,1,13,0
0.651,4,24,22,0,0,1,11,1
0.978,5,48,0,0,0,1,5,1
0.692,1,24,18,0,0,0,0,1
0.838,2,72,5,0,1,1,2,0
0.088,4,72,1,0,0,0,6,0
0.838,3,72,23,0,0,1,9,1
0.828,1,24,10,0,0,1,23,1
0.166,2,72,20,0,0,1,23,0
0.755,4,72,9,0,0,1,3,1
0.969,3,5,16,0,1,1,11,1
0.901,4,48,17,0,0,0,16,1
0.365,2,5,15,0,0,0,19,1
0.577,3,5,29,0,0,0,10,1
0.519,1,72,14,0,0,1,6,0
0.097,2,48,17,0,0,1,22,0
0.732,2,5,26,0,0,1,22,1
0.816,3,24,3,0,0,1,23,1
0.978,1,5,5,1,0,1,6,1
0.99,3,72,2,0,0,0,11,0
0.849,1,48,7,1,1,1,0,1
0.533,1,5,19,0,0,1,17,1
0.768,3,72,13,0,0,1,9,0
0.886,1,24,19,0,0,0,19,1
0.153,4,48,21,1,0,1,3,1
0.972,4,72,22,0,1,0,22,1
0.636,2,48,4,0,0,1,13,0
0.925,2,5,20,0,0,1,5,1
0.381,5,72,30,0,0,1,15,0
0.932,1,5,0,0,0,1,20,1
0.937,3,72,4,0,0,1,22,1
0.146,1,72,29,0,0,1,23,0
0.805,5,72,30,0,0,1,10,1
0.717,1,48,21,0,0,0,0,0
0.147,5,72,0,0,1,1,5,0
0.832,3,5,13,0,0,0,8,1
0.805,5,48,1,0,1,0,20,1
0.729,5,48,13,0,0,1,3,1
0.329,3,72,25,0,0,1,16,0
0.443,4,48,13,0,0,1,7,1
0.389,1,72,20,0,0,0,0,0
0.992,2,72,0,0,0,1,21,0
0.903,1,5,6,0,0,1,23,1
0.857,5,48,23,0,0,1,9,1
0.589,1,48,14,0,0,0,7,0
0.128,2,48,28,1,0,1,20,0
0.564,2,24,21,0,0,0,8,1
0.759,4,72,26,0,0,1,18,1
0.368,5,24,27,0,0,1,17,1
0.76,1,24,4,0,0,1,16,0
0.427,3,72,15,0,0,1,19,0
0.279,5,24,15,0,0,1,18,1
0.147,2,48,20,0,0,1,11,0
0.709,5,24,29,0,0,1,22,1
0.276,1,48,16,0,0,0,13,0
0.761,1,72,13,0,0,1,11,0
0.072,3,72,9,0,0,1,19,0
0.935,1,5,18,0,0,1,5,1
0.11,2,5,2,0,0,1,20,0
0.922,2,24,16,0,0,1,9,1
0.6,4,72,13,0,0,1,8,0
0.694,1,5,8,1,0,0,17,1
0.839,3,24,14,0,0,0,12,1
0.747,1,48,10,0,0,1,7,0
0.892,1,72,15,0,0,0,12,0
0.138,2,5,20,0,0,0,9,0
0.063,5,24,22,0,0,1,23,1
0.683,5,48,23,1,0,0,11,1
0.723,2,24,27,1,0,1,10,1
0.089,2,72,5,0,0,1,12,0
0.512,3,72,0,0,0,0,15,0
0.082,5,5,19,0,0,1,2,1
0.678,3,48,3,0,0,1,6,0
0.429,3,24,16,0,0,1,20,1
0.57,3,72,14,0,0,1,1,0
0.362,3,48,20,0,0,0,7,0
0.432,4,72,3,0,0,1,4,0
0.83,3,5,15,0,0,1,3,1
0.36,4,72,3,0,0,1,10,0
0.462,2,48,19,0,0,1,21,0
0.537,2,24,11,0,0,1,12,1
0.223,3,72,9,1,0,0,11,0
0.62,3,24,7,0,0,0,11,1
0.834,5,48,15,0,0,1,16,1
0.409,1,24,25,0,0,0,20,0
0.777,4,24,7,0,0,0,20,1
0.002,1,72,3,0,0,0,14,0
0.096,4,72,23,0,0,1,9,0
0.349,3,48,1,0,0,0,11,0
0.402,1,72,0,0,0,1,2,0
0.616,1,5,24,1,0,0,14,1
0.646,5,5,15,0,0,1,16,1
0.68,4,24,3,0,0,0,7,1
0.771,5,72,14,0,0,0,13,1
0.24,3,72,1,0,0,1,17,0
0.779,2,24,25,0,0,1,0,1
0.19,5,72,29,0,0,1,19,0
0.405,2,48,15,0,0,1,2,0
0.268,1,24,22,0,0,1,21,0
0.456,2,48,24,0,0,1,4,0
0.025,2,48,5,0,0,1,23,0
0.591,3,5,4,0,0,1,13,1
0.104,2,24,30,0,0,1,20,0
0.322,2,72,2,0,0,0,17,0
0.978,3,48,12,0,0,1,8,1
0.273,3,24,5,0,0,1,2,0
0.098,5,48,2,0,0,1,0,0
0.144,2,5,22,0,0,0,13,0
0.78,5,48,27,0,0,1,4,1
0.946,3,24,6,0,0,1,3,1
0.443,5,24,29,0,0,1,12,1
0.469,4,5,23,0,0,1,15,1
0.971,2,72,12,0,0,1,13,0
0.689,1,72,5,0,0,1,17,0
0.516,5,5,21,0,0,0,7,1
0.886,2,72,27,0,0,1,19,1
0.299,5,5,12,1,0,1,7,1
0.02,3,5,30,0,0,1,0,1
0.131,1,72,21,1,0,1,11,0
0.1,4,24,18,0,0,1,5,1
0.332,2,5,19,0,0,1,10,0
0.402,1,24,5,1,0,0,0,0
0.51,3,48,16,1,0,0,7,1
0.994,5,24,24,0,0,1,19,1
0.004,3,72,7,0,0,1,9,0
0.254,5,24,24,0,0,1,5,1
0.304,1,24,29,0,0,1,11,0
0.635,4,5,29,0,0,0,14,1
0.929,1,72,22,1,1,1,14,1
0.893,3,5,4,0,0,1,10,1
0.392,5,24,24,0,0,1,7,1
0.559,1,72,24,0,0,0,13,0
0.009,3,24,9,0,0,0,18,0
0.455,2,5,20,0,0,1,7,1
0.58,4,72,10,0,0,0,8,0
0.34,1,48,17,0,0,1,9,0
0.983,2,5,17,1,0,1,10,1
0.162,1,72,19,0,0,0,18,0
0.299,4,72,26,1,0,1,18,0
0.307,4,48,9,0,0,1,4,0
0.79,2,24,12,0,0,1,8,1
0.68,2,5,19,0,0,1,11,1
0.011,4,72,23,0,0,0,20,0
0.408,2,24,29,0,0,1,14,1
0.89,4,48,14,1,0,1,13,1
0.223,4,24,28,0,0,1,21,1
0.055,4,24,11,0,0,1,5,0
0.032,5,24,9,0,0,1,7,0
0.143,5,24,8,0,1,1,22,0
0.835,4,48,22,0,0,1,11,1
0.191,4,72,10,0,0,1,16,0
0.482,1,5,25,0,0,1,17,1
0.532,3,24,3,1,0,0,16,1
0.256,3,48,30,0,0,0,10,0
0.444,3,24,11,0,1,1,13,1
0.638,4,72,0,0,1,1,4,0
0.249,1,72,1,0,0,0,10,0
0.964,2,24,17,0,0,0,5,1
0.519,2,5,8,0,0,1,13,1
0.817,4,72,9,0,0,1,5,0
0.507,4,5,0,0,0,1,15,1
0.685,2,5,4,0,0,1,0,1
0.887,3,48,11,0,1,1,15,1
0.659,1,5,27,0,0,1,14,1
0.74,1,48,5,0,0,1,8,0
0.051,4,5,15,0,0,1,17,0
0.805,2,5,18,0,0,1,7,1
0.216,5,5,13,1,0,1,14,1
0.154,2,72,15,1,0,1,16,0
0.621,4,5,3,0,0,1,15,1
0.847,4,24,0,0,0,1,1,1
0.562,5,48,4,0,0,0,14,0
0.831,5,24,24,0,0,1,3,1
0.965,3,48,25,0,0,1,19,1
0.083,5,24,0,0,0,0,14,0
0.859,3,24,9,0,0,1,13,1
0.13,5,5,16,0,0,1,9,1
0.952,4,72,7,0,0,1,14,1
0.882,3,48,6,0,0,0,9,1
0.462,4,24,19,0,0,1,10,1
0.753,3,24,28,0,0,1,5,1
0.571,2,48,29,0,1,1,9,1
0.864,1,5,23,1,0,1,13,1
0.483,4,72,4,0,0,1,22,0
0.126,3,24,29,1,0,1,1,1
0.085,3,5,29,1,0,1,3,1
0.114,4,24,26,0,0,1,15,0
0.328,5,5,28,1,1,1,19,1
0.217,3,48,14,0,0,1,20,0
0.794,3,72,21,0,0,0,2,0
0.249,5,5,25,0,0,0,23,1
0.729,2,72,10,1,0,1,18,0
0.038,1,72,9,0,0,0,20,0
0.146,5,72,7,0,0,1,21,0
0.714,3,24,20,0,0,1,4,1
0.75,4,72,30,0,0,0,7,1
0.306,2,72,18,1,0,1,21,0
0.183,3,24,16,0,0,1,6,0
0.798,5,5,28,0,1,1,8,1
0.629,2,5,5,0,0,1,5,1
0.758,3,5,20,0,0,1,14,1
0.242,3,5,10,0,0,1,4,1
0.819,4,5,11,0,0,0,1,1
0.956,3,5,8,0,0,0,21,1
0.341,3,5,2,0,0,0,2,1
0.233,1,72,24,0,0,0,23,0
0.345,1,48,22,0,0,1,8,0
0.974,5,72,3,0,0,0,11,1
0.121,4,72,25,0,0,1,4,0
0.41,1,72,3,0,0,0,21,0
0.536,3,72,7,0,1,0,14,0
0.073,1,48,4,1,0,1,16,0
0.668,4,72,14,0,0,1,22,0
0.024,5,5,23,0,1,1,9,1
0.418,1,5,23,0,0,0,16,1
0.098,5,24,1,0,0,1,3,0
0.243,5,5,13,0,0,1,11,1
0.817,3,72,29,0,0,1,21,1
0.334,4,24,12,0,0,1,4,0
0.157,1,5,21,0,0,1,20,0
0.211,4,48,0,0,0,1,0,0
0.222,4,72,30,0,0,1,18,0
0.642,3,48,19,0,0,0,8,1
0.263,1,72,12,0,0,1,2,0
0.338,4,5,2,0,0,1,21,1
0.365,4,24,9,0,0,1,20,0
0.21,2,5,23,1,0,0,11,1
0.758,2,24,24,0,0,0,0,1
0.099,4,72,3,0,0,1,11,0
0.48,2,5,27,1,0,1,11,1
0.29,3,5,21,1,0,1,1,1
0.744,1,24,18,0,0,1,16,1
0.135,4,5,12,0,0,0,9,1
0.22,1,5,0,0,0,1,19,0
0.937,1,72,22,0,0,1,18,0
0.644,3,48,13,0,0,1,22,1
0.1,5,72,5,0,0,0,20,0
0.004,2,24,1,0,0,1,11,0
0.468,1,24,11,1,0,1,1,0
0.102,5,24,24,0,0,1,2,1
0.431,5,5,27,0,0,1,17,1
0.275,5,5,18,0,0,1,10,1
0.391,3,48,9,0,1,1,8,0
0.149,5,72,6,0,0,1,14,0
0.367,2,5,26,0,0,1,22,1
0.679,5,5,29,0,0,0,21,1
0.006,1,5,8,0,0,1,16,0
0.744,1,24,23,0,0,0,21,1
0.888,4,72,17,0,0,1,1,1
0.078,1,24,24,1,0,0,17,0
0.312,3,5,22,0,0,1,14,1
0.669,3,48,14,1,0,1,23,1
0.048,4,72,3,0,0,1,6,0
0.198,3,48,24,0,0,1,4,0
0.661,4,48,25,1,0,1,6,1
0.937,3,48,19,0,0,0,14,1
0.943,2,5,22,0,0,0,9,1
0.816,4,48,2,1,0,1,13,1
0.451,2,5,22,0,1,1,12,1
0.685,1,5,0,0,0,1,9,1
0.095,3,24,12,1,0,1,8,0
0.951,4,72,19,0,0,0,20,1
0.519,3,48,16,1,1,1,12,1
0.025,1,72,25,0,0,1,7,0
0.313,3,24,25,0,0,1,16,1
0.932,1,72,3,0,0,0,1,0
0.024,1,48,9,0,0,0,10,0
0.423,3,24,7,0,0,1,18,0
0.985,3,48,30,0,0,1,21,1
0.211,2,48,7,0,0,0,9,0
0.797,5,24,12,0,0,1,12,1
0.957,5,72,20,0,0,0,6,1
0.869,4,24,8,0,0,1,6,1
0.812,3,72,27,0,0,0,4,1
0.659,4,72,21,1,0,0,7,1
0.201,1,72,29,0,0,1,0,0
0.559,1,72,27,0,0,1,3,0
0.121,2,48,0,0,0,1,6,0
0.371,3,72,9,0,0,1,19,0
0.102,3,48,11,0,0,1,22,0
0.661,4,5,23,0,0,0,18,1
0.362,2,5,10,1,0,1,1,1
0.667,1,5,2,0,0,1,18,1
0.562,3,5,4,0,0,1,21,1
0.512,2,48,21,0,0,1,21,0
0.89,5,72,15,0,0,1,1,1
0.262,1,72,21,0,0,0,7,0
0.413,3,48,23,0,0,1,2,0
0.53,2,24,0,0,0,1,12,0
0.122,4,5,20,0,0,1,0,1
0.413,1,72,19,0,0,1,20,0
0.066,4,72,8,1,0,1,18,0
0.713,2,24,10,0,0,1,20,1
0.805,1,24,12,0,0,1,19,1
0.568,2,24,10,0,0,0,8,1
0.52,2,72,24,0,0,1,3,0
0.783,2,24,1,0,1,1,0,1
0.5,1,48,10,0,0,1,22,0
0.64,4,24,24,0,0,1,5,1
0.577,2,5,22,0,0,0,14,1
0.412,4,72,23,1,0,1,9,1
0.796,2,48,11,0,0,0,14,0
0.721,5,24,19,0,0,0,10,1
0.067,2,48,23,0,0,1,15,0
0.988,4,5,6,0,0,0,12,1
0.463,4,5,3,0,0,1,5,1
0.031,1,5,11,0,0,1,16,0
0.578,2,48,20,0,0,1,5,0
0.039,4,24,2,0,0,1,11,0
0.291,3,24,5,1,0,1,14,0
0.55,2,72,8,0,1,1,5,0
0.698,2,72,10,1,0,1,11,0
0.684,1,5,30,0,0,1,19,1
0.538,3,24,4,0,0,1,0,1
0.011,4,24,4,0,1,1,16,0
0.705,2,48,21,0,0,1,14,1
0.205,1,72,24,0,0,1,19,0
0.416,4,24,3,0,0,1,12,0
0.471,3,5,7,0,1,1,8,1
0.019,1,72,12,0,0,1,17,0
0.789,3,5,3,0,0,1,9,1
0.945,2,5,18,0,0,1,10,1
0.654,4,72,3,0,0,1,5,0
0.372,2,24,4,0,0,0,10,0
